# DSC deconvolution: T (C), smoothed signal, baseline, components (mW/mg).
T_C_1K,DSC_smoothed_1K,baseline_1K,FS_sum_1K,central_1K,shoulder_1K,T_C_3K,DSC_smoothed_3K,baseline_3K,FS_sum_3K,central_3K,shoulder_3K,T_C_5K,DSC_smoothed_5K,baseline_5K,FS_sum_5K,central_5K,shoulder_5K
333.874,-0.704028,-0.719391,-0.697168,-0.697188,-0.719371,346.769,-0.327056,-0.374269,-0.303341,-0.303344,-0.374265,352.951,0.0667604,-0.0176234,0.103209,0.103205,-0.017619
333.899,-0.703749,-0.719452,-0.697134,-0.697154,-0.719432,346.795,-0.326751,-0.374461,-0.303208,-0.303212,-0.374457,352.978,0.0674589,-0.0179704,0.103464,0.103459,-0.0179659
333.924,-0.703507,-0.719513,-0.6971,-0.697121,-0.719493,346.82,-0.326385,-0.374653,-0.303075,-0.303078,-0.37465,353.006,0.0681687,-0.0183173,0.103722,0.103717,-0.0183128
333.949,-0.703238,-0.719575,-0.697066,-0.697086,-0.719554,346.846,-0.325997,-0.374846,-0.302939,-0.302943,-0.374842,353.033,0.0688918,-0.018664,0.103982,0.103978,-0.0186594
333.974,-0.702937,-0.719636,-0.697031,-0.697052,-0.719615,346.871,-0.325598,-0.375038,-0.302802,-0.302806,-0.375034,353.061,0.0696447,-0.0190109,0.104246,0.104242,-0.0190063
333.999,-0.702694,-0.719697,-0.696996,-0.697017,-0.719676,346.896,-0.325158,-0.375231,-0.302664,-0.302668,-0.375227,353.088,0.070417,-0.0193577,0.104513,0.104508,-0.019353
334.024,-0.702472,-0.719758,-0.696961,-0.696982,-0.719737,346.922,-0.324687,-0.375423,-0.302524,-0.302528,-0.375419,353.115,0.0711793,-0.0197046,0.104783,0.104778,-0.0196998
334.049,-0.702286,-0.719819,-0.696925,-0.696946,-0.719798,346.947,-0.324214,-0.375616,-0.302383,-0.302387,-0.375612,353.143,0.0719166,-0.0200517,0.105056,0.105051,-0.0200469
334.074,-0.702084,-0.71988,-0.696888,-0.69691,-0.719859,346.973,-0.323753,-0.375808,-0.30224,-0.302244,-0.375804,353.17,0.07265,-0.0203988,0.105332,0.105327,-0.0203939
334.099,-0.701887,-0.719942,-0.696852,-0.696873,-0.71992,346.998,-0.323294,-0.376001,-0.302096,-0.3021,-0.375996,353.198,0.0733958,-0.0207459,0.105611,0.105606,-0.0207409
334.124,-0.701721,-0.720003,-0.696814,-0.696836,-0.719981,347.024,-0.322847,-0.376193,-0.30195,-0.301954,-0.376189,353.225,0.0741285,-0.0210931,0.105894,0.105889,-0.021088
334.149,-0.701571,-0.720064,-0.696777,-0.696799,-0.720042,347.049,-0.322385,-0.376385,-0.301802,-0.301806,-0.376381,353.253,0.0748915,-0.02144,0.106179,0.106174,-0.0214349
334.174,-0.701417,-0.720125,-0.696739,-0.696761,-0.720103,347.075,-0.321924,-0.376578,-0.301653,-0.301657,-0.376574,353.28,0.0756988,-0.0217871,0.106467,0.106462,-0.0217819
334.199,-0.701334,-0.720186,-0.6967,-0.696723,-0.720164,347.1,-0.32146,-0.37677,-0.301502,-0.301507,-0.376766,353.308,0.0765468,-0.0221341,0.106759,0.106754,-0.0221289
334.224,-0.701319,-0.720247,-0.696662,-0.696684,-0.720225,347.126,-0.320984,-0.376963,-0.30135,-0.301355,-0.376959,353.335,0.0773635,-0.0224812,0.107054,0.107049,-0.0224759
334.249,-0.701316,-0.720308,-0.696622,-0.696645,-0.720286,347.151,-0.320489,-0.377155,-0.301197,-0.301201,-0.377151,353.363,0.0781569,-0.0228281,0.107352,0.107346,-0.0228228
334.274,-0.701282,-0.720369,-0.696583,-0.696605,-0.720347,347.177,-0.320015,-0.377348,-0.301041,-0.301046,-0.377343,353.39,0.0789351,-0.023175,0.107653,0.107647,-0.0231695
334.299,-0.701272,-0.72043,-0.696542,-0.696565,-0.720408,347.202,-0.319523,-0.37754,-0.300885,-0.300889,-0.377536,353.418,0.0797124,-0.0235219,0.107957,0.107951,-0.0235164
334.324,-0.701287,-0.720491,-0.696502,-0.696525,-0.720468,347.228,-0.319017,-0.377733,-0.300726,-0.300731,-0.377728,353.445,0.0804738,-0.023869,0.108264,0.108259,-0.0238634
334.349,-0.701324,-0.720553,-0.696461,-0.696484,-0.720529,347.253,-0.318523,-0.377925,-0.300566,-0.300571,-0.37792,353.473,0.0812534,-0.0242159,0.108575,0.108569,-0.0242103
334.374,-0.701329,-0.720614,-0.69642,-0.696443,-0.72059,347.279,-0.318066,-0.378117,-0.300405,-0.300409,-0.378113,353.5,0.0820336,-0.0245631,0.108889,0.108884,-0.0245574
334.399,-0.701329,-0.720675,-0.696378,-0.696401,-0.720651,347.304,-0.317651,-0.37831,-0.300242,-0.300246,-0.378305,353.528,0.0828055,-0.0249103,0.109207,0.109201,-0.0249045
334.424,-0.701372,-0.720736,-0.696335,-0.696359,-0.720712,347.33,-0.317269,-0.378502,-0.300077,-0.300081,-0.378498,353.555,0.0836042,-0.0252576,0.109527,0.109522,-0.0252517
334.449,-0.7014,-0.720797,-0.696293,-0.696317,-0.720773,347.355,-0.316916,-0.378695,-0.29991,-0.299915,-0.37869,353.583,0.0843809,-0.0256049,0.109852,0.109846,-0.025599
334.474,-0.701434,-0.720858,-0.69625,-0.696274,-0.720834,347.381,-0.316562,-0.378887,-0.299743,-0.299747,-0.378882,353.61,0.0851709,-0.025952,0.110179,0.110173,-0.025946
334.499,-0.701521,-0.720919,-0.696206,-0.69623,-0.720894,347.406,-0.316195,-0.379079,-0.299573,-0.299578,-0.379074,353.638,0.0859405,-0.0262992,0.110509,0.110503,-0.0262931
334.524,-0.701571,-0.72098,-0.696162,-0.696187,-0.720955,347.432,-0.315824,-0.379272,-0.299401,-0.299406,-0.379267,353.666,0.0867087,-0.0266464,0.110843,0.110837,-0.0266402
334.549,-0.701628,-0.721041,-0.696118,-0.696142,-0.721016,347.457,-0.315474,-0.379464,-0.299228,-0.299233,-0.379459,353.693,0.0874635,-0.0269935,0.11118,0.111174,-0.0269873
334.574,-0.701615,-0.721102,-0.696073,-0.696098,-0.721077,347.483,-0.31514,-0.379657,-0.299054,-0.299059,-0.379652,353.721,0.0882249,-0.0273409,0.111521,0.111515,-0.0273345
334.599,-0.701575,-0.721163,-0.696027,-0.696052,-0.721138,347.508,-0.314851,-0.379849,-0.298877,-0.298883,-0.379844,353.748,0.0890002,-0.0276877,0.111865,0.111858,-0.0276813
334.624,-0.701541,-0.721224,-0.695981,-0.696007,-0.721199,347.534,-0.314551,-0.380042,-0.298699,-0.298705,-0.380037,353.776,0.0898343,-0.0280349,0.112212,0.112206,-0.0280284
334.649,-0.701469,-0.721285,-0.695935,-0.695961,-0.721259,347.559,-0.314179,-0.380234,-0.29852,-0.298525,-0.380229,353.803,0.0906958,-0.0283822,0.112563,0.112557,-0.0283756
334.674,-0.701409,-0.721346,-0.695888,-0.695914,-0.72132,347.585,-0.313796,-0.380427,-0.298338,-0.298344,-0.380422,353.831,0.0915494,-0.0287293,0.112917,0.112911,-0.0287226
334.699,-0.701286,-0.721407,-0.695841,-0.695867,-0.721381,347.61,-0.31342,-0.380619,-0.298155,-0.298161,-0.380614,353.858,0.0923519,-0.0290762,0.113275,0.113268,-0.0290694
334.724,-0.701149,-0.721468,-0.695793,-0.69582,-0.721442,347.636,-0.313031,-0.380812,-0.297971,-0.297976,-0.380806,353.886,0.0931291,-0.0294231,0.113635,0.113629,-0.0294163
334.749,-0.700998,-0.721529,-0.695745,-0.695772,-0.721503,347.661,-0.312702,-0.381004,-0.297784,-0.29779,-0.380999,353.913,0.0938805,-0.0297703,0.114,0.113993,-0.0297634
334.774,-0.700882,-0.72159,-0.695697,-0.695723,-0.721563,347.686,-0.312316,-0.381197,-0.297596,-0.297602,-0.381191,353.941,0.094618,-0.0301173,0.114368,0.114361,-0.0301103
334.799,-0.700734,-0.721651,-0.695648,-0.695674,-0.721624,347.712,-0.311921,-0.381389,-0.297407,-0.297412,-0.381383,353.968,0.0953962,-0.0304639,0.114739,0.114732,-0.0304568
334.824,-0.700577,-0.721712,-0.695598,-0.695625,-0.721685,347.737,-0.311501,-0.381581,-0.297215,-0.297221,-0.381576,353.995,0.0962215,-0.0308108,0.115114,0.115106,-0.0308036
334.849,-0.70041,-0.721773,-0.695548,-0.695575,-0.721746,347.763,-0.311032,-0.381774,-0.297022,-0.297028,-0.381768,354.023,0.0970215,-0.0311574,0.115492,0.115484,-0.0311502
334.874,-0.700244,-0.721834,-0.695498,-0.695525,-0.721807,347.788,-0.310583,-0.381966,-0.296827,-0.296833,-0.38196,354.05,0.0978177,-0.0315044,0.115874,0.115866,-0.031497
334.899,-0.700106,-0.721895,-0.695447,-0.695474,-0.721868,347.814,-0.310149,-0.382159,-0.296631,-0.296637,-0.382153,354.078,0.0986186,-0.0318514,0.116259,0.116252,-0.031844
334.924,-0.699964,-0.721956,-0.695395,-0.695423,-0.721928,347.839,-0.309717,-0.382351,-0.296432,-0.296438,-0.382345,354.105,0.0994236,-0.0321984,0.116648,0.116641,-0.0321908
334.949,-0.699837,-0.722017,-0.695343,-0.695371,-0.721989,347.865,-0.309256,-0.382543,-0.296232,-0.296238,-0.382537,354.133,0.100216,-0.0325451,0.117041,0.117033,-0.0325374
334.974,-0.699663,-0.722078,-0.695291,-0.695319,-0.72205,347.89,-0.308777,-0.382736,-0.29603,-0.296036,-0.38273,354.16,0.100993,-0.0328921,0.117437,0.117429,-0.0328844
334.999,-0.699439,-0.722139,-0.695238,-0.695266,-0.722111,347.916,-0.308304,-0.382928,-0.295826,-0.295833,-0.382922,354.188,0.101807,-0.0332391,0.117837,0.117829,-0.0332312
335.024,-0.699216,-0.722201,-0.695184,-0.695213,-0.722172,347.941,-0.307838,-0.38312,-0.295621,-0.295627,-0.383114,354.215,0.102629,-0.0335859,0.11824,0.118232,-0.0335779
335.049,-0.699029,-0.722262,-0.69513,-0.695159,-0.722233,347.967,-0.307337,-0.383313,-0.295414,-0.29542,-0.383306,354.243,0.103456,-0.0339327,0.118647,0.118639,-0.0339246
335.074,-0.69882,-0.722323,-0.695076,-0.695105,-0.722294,347.992,-0.306848,-0.383505,-0.295205,-0.295211,-0.383499,354.27,0.104312,-0.0342796,0.119058,0.11905,-0.0342715
335.099,-0.698555,-0.722384,-0.695021,-0.69505,-0.722354,348.018,-0.306368,-0.383697,-0.294994,-0.295001,-0.383691,354.298,0.105197,-0.0346266,0.119473,0.119464,-0.0346183
335.124,-0.69828,-0.722445,-0.694966,-0.694995,-0.722415,348.043,-0.30591,-0.38389,-0.294782,-0.294788,-0.383883,354.325,0.106083,-0.0349731,0.119891,0.119882,-0.0349647
335.149,-0.698044,-0.722506,-0.69491,-0.69494,-0.722476,348.069,-0.305467,-0.384082,-0.294567,-0.294574,-0.384076,354.353,0.106962,-0.0353201,0.120312,0.120304,-0.0353116
335.174,-0.697843,-0.722567,-0.694854,-0.694884,-0.722537,348.094,-0.305011,-0.384275,-0.294351,-0.294357,-0.384268,354.38,0.107842,-0.0356669,0.120738,0.120729,-0.0356583
335.199,-0.697663,-0.722628,-0.694797,-0.694827,-0.722598,348.12,-0.30457,-0.384467,-0.294132,-0.294139,-0.38446,354.408,0.108766,-0.0360137,0.121167,0.121159,-0.036005
335.224,-0.69755,-0.722689,-0.694739,-0.69477,-0.722659,348.145,-0.30413,-0.38466,-0.293912,-0.293919,-0.384653,354.435,0.109713,-0.0363605,0.1216,0.121592,-0.0363517
335.249,-0.697407,-0.72275,-0.694682,-0.694712,-0.722719,348.17,-0.303703,-0.384852,-0.293691,-0.293698,-0.384845,354.463,0.110679,-0.0367072,0.122037,0.122028,-0.0366982
335.274,-0.697312,-0.722811,-0.694623,-0.694654,-0.72278,348.196,-0.303308,-0.385044,-0.293467,-0.293474,-0.385037,354.49,0.111625,-0.0370539,0.122478,0.122469,-0.0370448
335.299,-0.697208,-0.722872,-0.694564,-0.694596,-0.722841,348.221,-0.302935,-0.385237,-0.293242,-0.293249,-0.38523,354.518,0.112564,-0.0374007,0.122922,0.122913,-0.0373915
335.324,-0.697088,-0.722933,-0.694505,-0.694537,-0.722902,348.247,-0.302573,-0.385429,-0.293014,-0.293021,-0.385422,354.545,0.11351,-0.0377475,0.123371,0.123361,-0.0377382
335.349,-0.696997,-0.722994,-0.694445,-0.694477,-0.722963,348.272,-0.302231,-0.385622,-0.292785,-0.292792,-0.385614,354.573,0.114469,-0.0380946,0.123823,0.123814,-0.0380851
335.374,-0.696923,-0.723055,-0.694385,-0.694417,-0.723023,348.298,-0.301872,-0.385814,-0.292553,-0.292561,-0.385807,354.6,0.115424,-0.0384414,0.124279,0.12427,-0.0384318
335.399,-0.696792,-0.723116,-0.694324,-0.694356,-0.723084,348.323,-0.301498,-0.386006,-0.29232,-0.292328,-0.385999,354.628,0.116327,-0.0387882,0.124739,0.124729,-0.0387785
335.424,-0.696663,-0.723177,-0.694263,-0.694295,-0.723145,348.349,-0.301118,-0.386199,-0.292085,-0.292093,-0.386191,354.655,0.117181,-0.0391349,0.125203,0.125193,-0.0391251
335.449,-0.696531,-0.723238,-0.694201,-0.694234,-0.723205,348.374,-0.30075,-0.386392,-0.291848,-0.291856,-0.386384,354.683,0.117984,-0.0394818,0.125671,0.125661,-0.0394719
335.474,-0.696439,-0.723299,-0.694139,-0.694171,-0.723266,348.4,-0.300371,-0.386584,-0.291609,-0.291617,-0.386576,354.71,0.118852,-0.0398288,0.126143,0.126133,-0.0398187
335.499,-0.696382,-0.72336,-0.694076,-0.694109,-0.723327,348.425,-0.299995,-0.386777,-0.291369,-0.291376,-0.386769,354.738,0.119801,-0.0401756,0.126619,0.126608,-0.0401653
335.524,-0.696372,-0.723421,-0.694012,-0.694046,-0.723387,348.451,-0.299551,-0.386969,-0.291126,-0.291134,-0.386961,354.765,0.120748,-0.0405226,0.127099,0.127088,-0.0405123
335.549,-0.696338,-0.723482,-0.693948,-0.693982,-0.723448,348.476,-0.29911,-0.387162,-0.290881,-0.290889,-0.387154,354.793,0.12172,-0.0408696,0.127582,0.127572,-0.0408591
335.574,-0.696302,-0.723543,-0.693884,-0.693918,-0.723509,348.502,-0.298683,-0.387354,-0.290634,-0.290642,-0.387346,354.82,0.122654,-0.0412167,0.12807,0.12806,-0.041206
335.599,-0.696275,-0.723604,-0.693819,-0.693853,-0.72357,348.527,-0.298262,-0.387547,-0.290386,-0.290394,-0.387539,354.848,0.12357,-0.0415637,0.128563,0.128552,-0.0415529
335.624,-0.696244,-0.723665,-0.693753,-0.693788,-0.72363,348.553,-0.297813,-0.387739,-0.290135,-0.290143,-0.387731,354.875,0.124501,-0.0419107,0.129059,0.129048,-0.0418997
335.649,-0.696203,-0.723726,-0.693687,-0.693722,-0.723691,348.578,-0.297322,-0.387932,-0.289883,-0.289891,-0.387923,354.902,0.125426,-0.0422575,0.129558,0.129547,-0.0422464
335.674,-0.696146,-0.723787,-0.69362,-0.693655,-0.723752,348.604,-0.296805,-0.388124,-0.289628,-0.289636,-0.388116,354.93,0.126343,-0.0426048,0.130063,0.130052,-0.0425936
335.699,-0.696077,-0.723848,-0.693553,-0.693588,-0.723813,348.629,-0.296281,-0.388317,-0.289371,-0.28938,-0.388308,354.957,0.127247,-0.0429519,0.130571,0.13056,-0.0429405
335.724,-0.695913,-0.723909,-0.693485,-0.693521,-0.723874,348.655,-0.295764,-0.38851,-0.289113,-0.289121,-0.388501,354.985,0.128148,-0.043299,0.131084,0.131073,-0.0432875
335.749,-0.695704,-0.72397,-0.693417,-0.693453,-0.723934,348.68,-0.295249,-0.388702,-0.288852,-0.288861,-0.388693,355.012,0.129041,-0.043646,0.131601,0.131589,-0.0436343
335.774,-0.695476,-0.724031,-0.693348,-0.693384,-0.723995,348.706,-0.294715,-0.388895,-0.288589,-0.288598,-0.388886,355.04,0.129954,-0.0439933,0.132122,0.13211,-0.0439815
335.799,-0.695217,-0.724092,-0.693278,-0.693315,-0.724056,348.731,-0.294163,-0.389088,-0.288325,-0.288334,-0.389079,355.068,0.130882,-0.0443406,0.132647,0.132635,-0.0443286
335.824,-0.694916,-0.724154,-0.693208,-0.693245,-0.724117,348.757,-0.293605,-0.38928,-0.288058,-0.288067,-0.389271,355.095,0.131837,-0.0446879,0.133177,0.133165,-0.0446758
335.849,-0.694594,-0.724215,-0.693138,-0.693175,-0.724178,348.782,-0.293048,-0.389473,-0.287789,-0.287798,-0.389464,355.123,0.132835,-0.0450353,0.133711,0.133698,-0.0450229
335.874,-0.694307,-0.724276,-0.693066,-0.693104,-0.724238,348.808,-0.292536,-0.389666,-0.287518,-0.287527,-0.389656,355.15,0.133885,-0.0453823,0.134248,0.134236,-0.0453698
335.899,-0.693986,-0.724337,-0.692995,-0.693032,-0.724299,348.833,-0.291984,-0.389858,-0.287245,-0.287255,-0.389849,355.178,0.134918,-0.0457294,0.13479,0.134778,-0.0457167
335.924,-0.693667,-0.724398,-0.692922,-0.69296,-0.72436,348.859,-0.291429,-0.390051,-0.28697,-0.28698,-0.390041,355.205,0.135974,-0.0460767,0.135337,0.135324,-0.0460639
335.949,-0.69334,-0.724459,-0.69285,-0.692888,-0.724421,348.884,-0.290905,-0.390244,-0.286693,-0.286703,-0.390234,355.233,0.137046,-0.0464236,0.135887,0.135874,-0.0464106
335.974,-0.69302,-0.72452,-0.692776,-0.692815,-0.724482,348.91,-0.290388,-0.390436,-0.286414,-0.286424,-0.390426,355.26,0.138123,-0.0467708,0.136442,0.136429,-0.0467577
335.999,-0.692665,-0.724581,-0.692702,-0.692741,-0.724542,348.935,-0.289878,-0.390629,-0.286133,-0.286143,-0.390619,355.288,0.13921,-0.0471179,0.137001,0.136988,-0.0471045
336.024,-0.692333,-0.724642,-0.692628,-0.692667,-0.724603,348.961,-0.289358,-0.390821,-0.28585,-0.28586,-0.390811,355.315,0.140234,-0.0474648,0.137564,0.137551,-0.0474513
336.049,-0.692011,-0.724703,-0.692553,-0.692592,-0.724664,348.986,-0.288828,-0.391014,-0.285564,-0.285574,-0.391004,355.343,0.141237,-0.0478119,0.138132,0.138118,-0.0477982
336.074,-0.691729,-0.724764,-0.692477,-0.692517,-0.724724,349.012,-0.28831,-0.391207,-0.285277,-0.285287,-0.391197,355.37,0.142217,-0.0481592,0.138705,0.138691,-0.0481453
336.099,-0.691439,-0.724825,-0.692401,-0.692441,-0.724785,349.037,-0.287798,-0.3914,-0.284987,-0.284997,-0.391389,355.398,0.143185,-0.0485063,0.139281,0.139267,-0.0484922
336.124,-0.691207,-0.724886,-0.692324,-0.692364,-0.724846,349.063,-0.287293,-0.391592,-0.284695,-0.284706,-0.391582,355.425,0.144186,-0.0488533,0.139862,0.139848,-0.0488391
336.149,-0.691,-0.724947,-0.692247,-0.692287,-0.724907,349.089,-0.286773,-0.391785,-0.284401,-0.284412,-0.391774,355.453,0.145195,-0.0492005,0.140448,0.140433,-0.0491861
336.174,-0.690858,-0.725009,-0.692169,-0.69221,-0.724967,349.114,-0.286262,-0.391978,-0.284105,-0.284116,-0.391967,355.48,0.146206,-0.0495473,0.141037,0.141023,-0.0495327
336.199,-0.690824,-0.72507,-0.69209,-0.692131,-0.725028,349.14,-0.285761,-0.392171,-0.283806,-0.283817,-0.39216,355.508,0.147208,-0.0498944,0.141632,0.141617,-0.0498796
336.224,-0.69081,-0.725131,-0.692011,-0.692053,-0.725089,349.165,-0.285223,-0.392363,-0.283506,-0.283517,-0.392352,355.535,0.148259,-0.0502414,0.14223,0.142215,-0.0502263
336.249,-0.690883,-0.725192,-0.691931,-0.691973,-0.72515,349.191,-0.284686,-0.392556,-0.283203,-0.283214,-0.392545,355.563,0.149317,-0.0505883,0.142833,0.142818,-0.050573
336.274,-0.690983,-0.725253,-0.691851,-0.691893,-0.72521,349.216,-0.284149,-0.392749,-0.282898,-0.28291,-0.392738,355.59,0.150342,-0.0509352,0.143441,0.143425,-0.0509198
336.299,-0.691076,-0.725314,-0.69177,-0.691813,-0.725271,349.242,-0.283594,-0.392942,-0.282591,-0.282602,-0.39293,355.618,0.151403,-0.0512823,0.144053,0.144038,-0.0512666
336.324,-0.691145,-0.725375,-0.691688,-0.691731,-0.725332,349.267,-0.283061,-0.393135,-0.282281,-0.282293,-0.393123,355.645,0.152472,-0.0516291,0.14467,0.144654,-0.0516132
336.349,-0.691259,-0.725436,-0.691606,-0.691649,-0.725393,349.293,-0.282498,-0.393328,-0.28197,-0.281982,-0.393316,355.673,0.153543,-0.0519758,0.145291,0.145275,-0.0519597
336.374,-0.691295,-0.725497,-0.691523,-0.691567,-0.725453,349.318,-0.281898,-0.393521,-0.281656,-0.281668,-0.393509,355.7,0.154596,-0.0523226,0.145916,0.1459,-0.0523063
336.399,-0.691383,-0.725558,-0.69144,-0.691484,-0.725514,349.344,-0.281337,-0.393713,-0.28134,-0.281352,-0.393701,355.727,0.155645,-0.0526692,0.146546,0.14653,-0.0526526
336.424,-0.691436,-0.72562,-0.691356,-0.6914,-0.725575,349.369,-0.280817,-0.393906,-0.281021,-0.281033,-0.393894,355.755,0.15668,-0.053016,0.147181,0.147164,-0.0529992
336.449,-0.69141,-0.725681,-0.691271,-0.691316,-0.725636,349.395,-0.280311,-0.394099,-0.280701,-0.280713,-0.394087,355.782,0.157711,-0.0533628,0.147821,0.147804,-0.0533458
336.474,-0.691294,-0.725742,-0.691186,-0.691231,-0.725697,349.42,-0.279756,-0.394292,-0.280378,-0.28039,-0.39428,355.81,0.158794,-0.0537094,0.148464,0.148447,-0.0536921
336.499,-0.691182,-0.725803,-0.6911,-0.691145,-0.725757,349.446,-0.279204,-0.394485,-0.280053,-0.280066,-0.394472,355.837,0.159879,-0.0540563,0.149114,0.149096,-0.0540388
336.524,-0.691038,-0.725864,-0.691013,-0.691059,-0.725818,349.472,-0.278634,-0.394678,-0.279725,-0.279738,-0.394665,355.865,0.160993,-0.0544031,0.149767,0.14975,-0.0543854
336.549,-0.690871,-0.725925,-0.690926,-0.690972,-0.725879,349.497,-0.278085,-0.394871,-0.279396,-0.279409,-0.394858,355.892,0.162136,-0.0547499,0.150426,0.150408,-0.054732
336.574,-0.690654,-0.725986,-0.690838,-0.690885,-0.72594,349.523,-0.277514,-0.395064,-0.279064,-0.279077,-0.39505,355.92,0.163296,-0.0550966,0.151089,0.15107,-0.0550784
336.599,-0.690444,-0.726047,-0.69075,-0.690797,-0.726,349.548,-0.276942,-0.395257,-0.27873,-0.278743,-0.395243,355.947,0.164469,-0.0554433,0.151756,0.151738,-0.0554248
336.624,-0.690193,-0.726109,-0.690661,-0.690708,-0.726061,349.574,-0.276349,-0.39545,-0.278393,-0.278406,-0.395436,355.975,0.165616,-0.0557901,0.152429,0.15241,-0.0557714
336.649,-0.689883,-0.72617,-0.690571,-0.690619,-0.726122,349.599,-0.275719,-0.395642,-0.278054,-0.278068,-0.395629,356.002,0.16672,-0.0561368,0.153106,0.153087,-0.0561178
336.674,-0.689585,-0.726231,-0.690481,-0.690529,-0.726183,349.625,-0.275108,-0.395835,-0.277713,-0.277727,-0.395821,356.03,0.167828,-0.0564837,0.153789,0.153769,-0.0564645
336.699,-0.689274,-0.726292,-0.69039,-0.690439,-0.726243,349.65,-0.274509,-0.396028,-0.277369,-0.277383,-0.396014,356.057,0.168949,-0.0568304,0.154476,0.154456,-0.0568109
336.724,-0.688974,-0.726353,-0.690299,-0.690348,-0.726304,349.676,-0.273936,-0.396221,-0.277024,-0.277038,-0.396207,356.085,0.170087,-0.057177,0.155167,0.155147,-0.0571572
336.749,-0.688693,-0.726414,-0.690207,-0.690256,-0.726365,349.701,-0.273346,-0.396414,-0.276675,-0.27669,-0.3964,356.112,0.171177,-0.0575238,0.155864,0.155844,-0.0575038
336.774,-0.688447,-0.726475,-0.690114,-0.690164,-0.726425,349.727,-0.272738,-0.396607,-0.276325,-0.276339,-0.396592,356.14,0.172197,-0.0578705,0.156565,0.156545,-0.0578502
336.799,-0.688281,-0.726536,-0.69002,-0.690071,-0.726486,349.752,-0.272137,-0.3968,-0.275972,-0.275987,-0.396785,356.167,0.17322,-0.0582173,0.157272,0.157252,-0.0581967
336.824,-0.688134,-0.726597,-0.689926,-0.689977,-0.726547,349.778,-0.271524,-0.396992,-0.275617,-0.275632,-0.396978,356.195,0.17427,-0.058564,0.157984,0.157963,-0.0585431
336.849,-0.687991,-0.726658,-0.689832,-0.689883,-0.726607,349.804,-0.270885,-0.397185,-0.275259,-0.275274,-0.39717,356.222,0.175367,-0.0589105,0.1587,0.158679,-0.0588894
336.874,-0.687915,-0.72672,-0.689736,-0.689788,-0.726668,349.829,-0.270236,-0.397378,-0.274899,-0.274914,-0.397363,356.249,0.176497,-0.0592571,0.159421,0.159399,-0.0592357
336.899,-0.68783,-0.726781,-0.68964,-0.689692,-0.726729,349.855,-0.269562,-0.397571,-0.274537,-0.274552,-0.397555,356.277,0.177638,-0.0596039,0.160147,0.160126,-0.0595822
336.924,-0.687754,-0.726842,-0.689544,-0.689596,-0.726789,349.88,-0.268942,-0.397764,-0.274172,-0.274188,-0.397748,356.304,0.178768,-0.0599506,0.160879,0.160857,-0.0599286
336.949,-0.68773,-0.726903,-0.689447,-0.689499,-0.72685,349.906,-0.268303,-0.397956,-0.273805,-0.273821,-0.397941,356.332,0.179834,-0.0602974,0.161615,0.161593,-0.0602751
336.974,-0.687685,-0.726964,-0.689349,-0.689402,-0.726911,349.931,-0.267663,-0.398149,-0.273435,-0.273452,-0.398133,356.359,0.180894,-0.0606441,0.162357,0.162334,-0.0606215
336.999,-0.687709,-0.727025,-0.68925,-0.689304,-0.726971,349.957,-0.267057,-0.398342,-0.273063,-0.27308,-0.398326,356.387,0.181964,-0.0609909,0.163104,0.163081,-0.060968
337.024,-0.687678,-0.727086,-0.689151,-0.689205,-0.727032,349.982,-0.266451,-0.398535,-0.272689,-0.272705,-0.398519,356.414,0.183059,-0.0613377,0.163856,0.163832,-0.0613145
337.049,-0.687605,-0.727147,-0.689051,-0.689106,-0.727092,350.008,-0.26584,-0.398728,-0.272312,-0.272329,-0.398711,356.442,0.184154,-0.0616847,0.164613,0.164589,-0.0616611
337.074,-0.68751,-0.727208,-0.688951,-0.689005,-0.727153,350.033,-0.265278,-0.398921,-0.271932,-0.271949,-0.398904,356.469,0.18524,-0.0620313,0.165375,0.165351,-0.0620074
337.099,-0.687369,-0.727269,-0.68885,-0.688905,-0.727213,350.059,-0.264667,-0.399114,-0.27155,-0.271568,-0.399097,356.497,0.186328,-0.0623782,0.166142,0.166118,-0.0623539
337.124,-0.6872,-0.727329,-0.688748,-0.688803,-0.727274,350.084,-0.264046,-0.399306,-0.271166,-0.271184,-0.399289,356.524,0.187425,-0.0627252,0.166915,0.166891,-0.0627006
337.149,-0.68703,-0.72739,-0.688645,-0.688701,-0.727334,350.11,-0.263449,-0.399499,-0.270779,-0.270797,-0.399482,356.552,0.188567,-0.0630723,0.167693,0.167668,-0.0630474
